id,conversation_id,created_at,date,time,timezone,user_id,username,name,place,tweet,language,mentions,urls,photos,replies_count,retweets_count,likes_count,hashtags,cashtags,link,retweet,quote_url,video,thumbnail,near,geo,source,user_rt_id,user_rt,retweet_id,reply_to,retweet_date,translate,trans_src,trans_dest
1491776305352036355,1491776305352036355,2022-02-10 19:39:21 India Standard Time,2022-02-10,19:39:21,+0530,1451778697892007938,mithile54699316,MITHILESH KUMAR PANDEY,,"@NarendraModi111 Inspite of sending several reminders to Google thru Email, Twitter,  Facebook for resolving my complaint of my Email being deleted, Google has failed to resolve my complaint even after lapse of more than 104 days.",en,[],[],[],0,0,0,[],[],https://twitter.com/MITHILE54699316/status/1491776305352036355,False,,0,,,,,,,,[],,,,
1491776303405711361,1491743031011205129,2022-02-10 19:39:21 India Standard Time,2022-02-10,19:39:21,+0530,1439352736399626241,tomannaaa,1 man cult,,"@futurism There is a misunderstanding. The metaverse is a concept described by Zuckerberg, not facilitated by him  It is not ""Facebook's metaverse"", it is ""the Metaverse"" which Meta (Facebook) look to occupy",en,[],[],[],0,0,0,[],[],https://twitter.com/Tomannaaa/status/1491776303405711361,False,,0,,,,,,,,"[{'screen_name': 'futurism', 'name': 'Futurism', 'id': '2557446343'}]",,,,
1491776300192874497,1491776300192874497,2022-02-10 19:39:20 India Standard Time,2022-02-10,19:39:20,+0530,36433031,tatogus,Tato Sánchez,,Terminé en este grupo de Facebook  https://t.co/ad3f3y0A7L,es,[],[],['https://pbs.twimg.com/media/FLPao67WYAMlv--.jpg'],0,0,0,[],[],https://twitter.com/Tatogus/status/1491776300192874497,False,,1,https://pbs.twimg.com/media/FLPao67WYAMlv--.jpg,,,,,,,[],,,,
1491776295855968256,1491776295855968256,2022-02-10 19:39:19 India Standard Time,2022-02-10,19:39:19,+0530,859801693,cinntv,Jake Cinn 🍊,,Please facebook just fucking die,en,[],[],[],0,0,0,[],[],https://twitter.com/cinnTV/status/1491776295855968256,False,https://twitter.com/orwellngoode/status/1491697715524378626,0,,,,,,,,[],,,,
1491776292684906497,1491688803882479619,2022-02-10 19:39:18 India Standard Time,2022-02-10,19:39:18,+0530,1194667502178947072,photoshopcowboy,eucalyptus twink,,"@Zooophagous I’d bet money that if that was like a well known/documented phenomenon, Facebook moms everywhere would be using it as a metaphor for how hard motherhood is in the most preachy way possible lmaoo",en,[],[],[],0,0,0,[],[],https://twitter.com/photoshopcowboy/status/1491776292684906497,False,,0,,,,,,,,"[{'screen_name': 'Zooophagous', 'name': 'October Seagrave', 'id': '522821777'}]",,,,
1491776281456746497,1491776281456746497,2022-02-10 19:39:16 India Standard Time,2022-02-10,19:39:16,+0530,193477032,nicomedinapa,Nicolás Medina Parada,,𝐇𝐨𝐲 𝐣𝐮𝐞𝐠𝐚 @UdeCFutbolJoven 🟡🔵  📅 Jueves 10 de febrero 🆚 @NewellsJuvenil 🇦🇷  ⏰ 17:00 🇨🇱 🏟 Olímpico Atahualpa de Quito 📺 Facebook Watch  Fecha 2 del Grupo C de la @LibertadoresU20 🏆  #ReporteroUdeC  https://t.co/nyqast0PhL,es,"[{'screen_name': 'udecfutboljoven', 'name': 'udec fútbol joven', 'id': '1463517168314699780'}, {'screen_name': 'newellsjuvenil', 'name': ""newell's juveniles"", 'id': '757970473036775424'}, {'screen_name': 'libertadoresu20', 'name': 'conmebol libertadores sub-20', 'id': '956250164016111616'}]",[],['https://pbs.twimg.com/media/FLPandZXEAEn0ua.jpg'],0,0,0,['reporteroudec'],[],https://twitter.com/nicomedinapa/status/1491776281456746497,False,,1,https://pbs.twimg.com/media/FLPandZXEAEn0ua.jpg,,,,,,,[],,,,
1491776276763455499,1491776276763455499,2022-02-10 19:39:14 India Standard Time,2022-02-10,19:39:14,+0530,3762523637,ybacastel,mexican vanilla,,Not Facebook reminding me that today is also the day I saw Ferry for the first time and finally heard Anahera live lmfao I quite literally hate today,en,[],[],[],0,0,0,[],[],https://twitter.com/ybacastel/status/1491776276763455499,False,,0,,,,,,,,[],,,,
1491776273026363393,1491776273026363393,2022-02-10 19:39:14 India Standard Time,2022-02-10,19:39:14,+0530,18019145,drpersuasion,Nancy Snow (“Dr. Persuasion”),,"""Facebook may publicly condemn users who post hate, spread misinformation, and hunger for violence. In private, though, hundreds of thousands of repeat offenders still rank among the most important people on Facebook.""",en,[],[],[],0,0,0,[],[],https://twitter.com/drpersuasion/status/1491776273026363393,False,https://twitter.com/AdrienneLaF/status/1491747689414991873,0,,,,,,,,[],,,,
1491776272644587524,1491776272644587524,2022-02-10 19:39:13 India Standard Time,2022-02-10,19:39:13,+0530,20581923,nataliaantonova,Natalia Antonova ❤️‍🔥,,"“The most abusive people on Facebook, it turns out, are given the most power to shape what Facebook is.”",en,[],[],[],0,0,0,[],[],https://twitter.com/NataliaAntonova/status/1491776272644587524,False,https://twitter.com/sivavaid/status/1491775119471292422,0,,,,,,,,[],,,,
1491776271424045060,1491776271424045060,2022-02-10 19:39:13 India Standard Time,2022-02-10,19:39:13,+0530,945037902731534336,camiiacaneta,Camia,,eu amo esses grupos de tia no facebook participo de todos possíveis e fico rachando das histórias  https://t.co/69HdizMgUY,pt,[],[],['https://pbs.twimg.com/media/FLPanD2XwAkQV8D.jpg'],0,0,0,[],[],https://twitter.com/camiIacaneta/status/1491776271424045060,False,,1,https://pbs.twimg.com/media/FLPanD2XwAkQV8D.jpg,,,,,,,[],,,,
1491776653500248064,1491776653500248064,2022-02-10 19:40:44 India Standard Time,2022-02-10,19:40:44,+0530,1051095180,jes7k1,Bellakito⚡,,facebook me hizo acordar que hace 10 años me gustaba el dubstep jajaja,es,[],[],[],0,0,0,[],[],https://twitter.com/jes7k1/status/1491776653500248064,False,,0,,,,,,,,[],,,,
1491776651579084801,1491776651579084801,2022-02-10 19:40:44 India Standard Time,2022-02-10,19:40:44,+0530,1329844070269771785,ezgiiay,Ezgi Ay,,"Instada tam bir hacker olup tw da facebook dayısı gibiyim, ne zaman öğrenicem burayı kullanmayı bilmiyorum @ yapınca çıkan 3. kişi tweetlerini nolur okumayayım artık",tr,[],[],[],0,0,0,[],[],https://twitter.com/ezgiiay/status/1491776651579084801,False,,0,,,,,,,,[],,,,
1491776647237971970,1491776647237971970,2022-02-10 19:40:43 India Standard Time,2022-02-10,19:40:43,+0530,1041694826603806721,mikaylarailyn,Mik,,Mfs on Facebook talking bout “this single life ain’t it whos single?” sir it’s 8am 🤨,en,[],[],[],0,0,0,[],[],https://twitter.com/MikaylaRailyn/status/1491776647237971970,False,,0,,,,,,,,[],,,,
1491776646512201732,1491776646512201732,2022-02-10 19:40:43 India Standard Time,2022-02-10,19:40:43,+0530,1451780758771679234,tingxu79055759,Ting Xu,,可是我哥徐晗对我很熟悉很清楚知道苗佳不是我，所以就会认为苗佳强奸他。富杰也不一定知道苗佳嫁的人的妹妹是徐汀毕竟姓徐的很多。可是苗佳2011年开始在Facebook上贴我的照片，如果富杰认得出我的话可能就会发现苗佳在用我的身份和他交往。,zh,[],[],[],0,0,0,[],[],https://twitter.com/TingXu79055759/status/1491776646512201732,False,https://twitter.com/tingxu79055759/status/1491775922676011012,0,,,,,,,,[],,,,
1491776622193778698,1491776619803033601,2022-02-10 19:40:37 India Standard Time,2022-02-10,19:40:37,+0530,1477617098411106304,bonheurraphael,BonheurRR,,"(WhatsApp, Telegram).   Notre but : apporter la cryptomonnaie aux congolais.  Facebook :  Mcapital Exchange Twitter : MCAPITAL EXCHANGE",fr,[],[],[],1,0,0,[],[],https://twitter.com/BonheurRaphael/status/1491776622193778698,False,,0,,,,,,,,[],,,,
1491776621778546693,1491776400679915522,2022-02-10 19:40:37 India Standard Time,2022-02-10,19:40:37,+0530,1454844153108615176,k9ndy,-360 (rest),,Sometimes due the language barrier is impossible to find them 🙏🏻 so if you saw anything on facebook or in other language related please send it to me so I can put it on the carrd.,en,[],[],[],0,0,0,[],[],https://twitter.com/k9ndy/status/1491776621778546693,False,,0,,,,,,,,[],,,,
1491776620231028737,1491618048859832321,2022-02-10 19:40:36 India Standard Time,2022-02-10,19:40:36,+0530,1320618780041510914,gackt_1973_0704,koharu0524,,@h9patD2HFjNipIw エッ😲 DMの方？ それなら、表示されてないわ。 このところ、時々勝手にインスタ、Facebook、表示のそれ方変わるんだよねぇ〜　 このスマホなんなんだ😡とね。,ja,[],[],[],0,0,0,[],[],https://twitter.com/GACKT_1973_0704/status/1491776620231028737,False,,0,,,,,,,,"[{'screen_name': 'h9patD2HFjNipIw', 'name': 'K', 'id': '1301485406932725760'}]",,,,
1491776618683154436,1491776618683154436,2022-02-10 19:40:36 India Standard Time,2022-02-10,19:40:36,+0530,24305912,pazcrisostomo,Ganaremosyseráhermoso🌳🌳🌳,,"Y ahora que quizá cierren Facebook e Instagram en Europa como shusha se van a bajar del pony ""les administradores de Grupes"" ?? Ah?",es,[],[],[],0,0,0,[],[],https://twitter.com/PazCrisostomo/status/1491776618683154436,False,,0,,,,,,,,[],,,,
1491776607723220993,1491776607723220993,2022-02-10 19:40:33 India Standard Time,2022-02-10,19:40:33,+0530,445080923,freelancejobrss,Freelance Jobs Feed,,"#FacebookMarketing #GooglePlus Social Media Manager: Work is to make and maintain social media handles of the company, to keep them lively and upload content on regular basis. (Budget: ₹1500 - ₹12500 INR, Jobs: Facebook Marketing,…  https://t.co/0WplZL7ZVv Click Link to Apply",en,[],['http://dlvr.it/SJkl7d'],[],0,0,0,"['facebookmarketing', 'googleplus']",[],https://twitter.com/FreelanceJobRSS/status/1491776607723220993,False,,0,,,,,,,,[],,,,
1491776604741144577,1491776604741144577,2022-02-10 19:40:33 India Standard Time,2022-02-10,19:40:33,+0530,748958677164371968,getcalciso,CalCISO,,Meta Sues Two Nigerians Who Lured Facebook Users to Phishing Sites  https://t.co/Uf9oCGMNq9,en,[],['https://www.securityweek.com/meta-sues-two-nigerians-who-lured-facebook-users-phishing-sites?utm_source=dlvr.it&utm_medium=twitter'],[],0,0,0,[],[],https://twitter.com/GetCalCISO/status/1491776604741144577,False,,0,,,,,,,,[],,,,
1491776604216856578,1491776604216856578,2022-02-10 19:40:32 India Standard Time,2022-02-10,19:40:32,+0530,3316122039,supportdatanv,Support Data Group,,Meta Sues Two Nigerians Who Lured Facebook Users to Phishing Sites  https://t.co/GYG48FdcbD,en,[],['http://dlvr.it/SJkl5W'],[],0,0,0,[],[],https://twitter.com/SupportDataNV/status/1491776604216856578,False,,0,,,,,,,,[],,,,
1491776603898073089,1491776603898073089,2022-02-10 19:40:32 India Standard Time,2022-02-10,19:40:32,+0530,1002585844958597120,acooedi,EdiAcoo,,Meta Sues Two Nigerians Who Lured Facebook Users to Phishing Sites  https://t.co/oJhfM4IHBj #NEWSampINDUSTRY #FraudampIdentityTheft #Phishing via @SecurityWeek,en,"[{'screen_name': 'securityweek', 'name': 'securityweek', 'id': '41258937'}]",['http://dlvr.it/SJkl7H'],[],0,0,0,"['newsampindustry', 'fraudampidentitytheft', 'phishing']",[],https://twitter.com/AcooEdi/status/1491776603898073089,False,,0,,,,,,,,[],,,,
1491776603029786629,1491776603029786629,2022-02-10 19:40:32 India Standard Time,2022-02-10,19:40:32,+0530,340491651,shah_sheikh,Shah Sheikh,,Meta Sues Two Nigerians Who Lured Facebook Users to Phishing Sites: Facebook parent company Meta this week announced it has taken legal action against two Nigerians for their alleged roles in financial scams targeting Facebook and Instagram users.   read…  https://t.co/kSjdPJtGNi,en,[],['https://www.securityweek.com/meta-sues-two-nigerians-who-lured-facebook-users-phishing-sites?utm_source=dlvr.it&utm_medium=twitter'],[],0,0,0,[],[],https://twitter.com/shah_sheikh/status/1491776603029786629,False,,0,,,,,,,,[],,,,
1491776596004548612,1491644324685176839,2022-02-10 19:40:31 India Standard Time,2022-02-10,19:40:31,+0530,1127065953878016003,monzatunado,fã clube de tubarão,,@sempernas13 Humor facebook,en,[],[],[],0,0,0,[],[],https://twitter.com/Monzatunado/status/1491776596004548612,False,,0,,,,,,,,"[{'screen_name': 'sempernas13', 'name': 'lucas', 'id': '1027605784618778624'}]",,,,
1491776593773084679,1491776593773084679,2022-02-10 19:40:30 India Standard Time,2022-02-10,19:40:30,+0530,174857576,nuteslares,NUTeslaTheInformant,,#Meta minaccia l’UE: “Chiudiamo Facebook e Instagram”. Ma il ricatto è un altro. -  https://t.co/3HBOaKEuRo  https://t.co/LLHY4FiBv0,it,[],['https://monimega.com/blog/2022/02/08/meta-minaccia-lue-chiudiamo-facebook-e-instagram-ma-il-ricatto-e-un-altro/'],['https://pbs.twimg.com/media/FLPa5_eWYAI9-p2.jpg'],0,0,0,['meta'],[],https://twitter.com/NuTeslaRes/status/1491776593773084679,False,,1,https://pbs.twimg.com/media/FLPa5_eWYAI9-p2.jpg,,,,,,,[],,,,
1491776592275972097,1491776592275972097,2022-02-10 19:40:30 India Standard Time,2022-02-10,19:40:30,+0530,1352508280787013633,swiftyoongi13,Agustie⟭⟬⟬⟭🇳🇵YoonKookStayAlive,,facebook armys ain't having it😭😭  https://t.co/GobExqiT3t,en,[],[],['https://pbs.twimg.com/media/FLPa5n0aIAE2yOR.jpg'],0,0,0,[],[],https://twitter.com/swiftyoongi13/status/1491776592275972097,False,,1,https://pbs.twimg.com/media/FLPa5n0aIAE2yOR.jpg,,,,,,,[],,,,
1491776591856541699,1491776591856541699,2022-02-10 19:40:30 India Standard Time,2022-02-10,19:40:30,+0530,1475448828933275649,sandraaa__04,Sandra,,Happy birthday to one of the few people whose birthday I can remember without a Facebook reminder  HAPPY HALF FIFTY ROSÉ  #OurRockstarROSÉDay #봄의시작_채영아_생일축하해  https://t.co/E3KIZYtC8E,en,[],[],['https://pbs.twimg.com/tweet_video_thumb/FLPa4iSagAE1eCd.jpg'],0,0,0,"['ourrockstarroséday', '봄의시작_채영아_생일축하해']",[],https://twitter.com/sandraaa__04/status/1491776591856541699,False,,1,https://pbs.twimg.com/tweet_video_thumb/FLPa4iSagAE1eCd.jpg,,,,,,,[],,,,
1491776586676424709,1491660396138319874,2022-02-10 19:40:28 India Standard Time,2022-02-10,19:40:28,+0530,1049608408964505600,meshkaltn,Meshkal_TN,,"UPDATE 2: President Saied reiterates he will in fact dissolve current High Judicial Council (CSM) by decree &amp; replace it with new one; refers to ""doubts"" over this step following his office's Facebook statement last night   https://t.co/2JILz3ZSqJ",en,[],['http://bit.ly/3oHlfJ5'],[],0,0,0,[],[],https://twitter.com/MeshkalTn/status/1491776586676424709,False,,0,,,,,,,,[],,,,
1491776584247820295,1491776584247820295,2022-02-10 19:40:28 India Standard Time,2022-02-10,19:40:28,+0530,1089505697258242049,jl_thousand,ThousanDWords,,"- Si les aparece un vídeo que yo les etiqueto, fue un hacker...  Mentira, Juana, estabas queriendo ver groserías en facebook y te jodieron, puerca!!!",es,[],[],[],0,0,0,[],[],https://twitter.com/JL_Thousand/status/1491776584247820295,False,,0,,,,,,,,[],,,,
1491776580556836864,1491754604698161153,2022-02-10 19:40:27 India Standard Time,2022-02-10,19:40:27,+0530,922894164,carmic3,Rosie - Imperial Masters' Lickspittle,,"@Ian_Burnett_ Well, if the nationalists we encounter on Twitter and Facebook are anything to go by.........",en,[],[],[],0,0,0,[],[],https://twitter.com/carmic3/status/1491776580556836864,False,,0,,,,,,,,"[{'screen_name': 'Ian_Burnett_', 'name': 'Ian Burnett', 'id': '2827787582'}]",,,,
1491776771959705608,1491776771959705608,2022-02-10 19:41:12 India Standard Time,2022-02-10,19:41:12,+0530,16801780,mveal2006,Ask hard questions to avoid failure,,"Maybe so, but Facebook isn't. Or peaking, or wall street. Or big tech. Or key members of the medical dictatorship. Or the clintons. Or chairman xi. Woke will be still be there. This fight is 8 more years minimum",en,[],[],[],0,0,0,[],[],https://twitter.com/mveal2006/status/1491776771959705608,False,https://twitter.com/JordanSchachtel/status/1491615020970647554,0,,,,,,,,[],,,,
1491776767488667656,1490368194573447173,2022-02-10 19:41:11 India Standard Time,2022-02-10,19:41:11,+0530,135987362,sou_fa_mcfly,𝘚𝘶𝘩 ☆《Hyperião Dougie - ISFJ》,,"@doyajones sim, parece que o facebook ainda tem coisa interessante kkkkk (o que é curioso é que tem meme do facebook no tt normalmente é o contrário)",pt,[],[],[],0,0,0,[],[],https://twitter.com/Sou_Fa_McFly/status/1491776767488667656,False,,0,,,,,,,,"[{'screen_name': 'doyajones', 'name': 'mAnu, a mãe do tom fletcher | 🌩', 'id': '550437494'}]",,,,
1491776761738244101,1491776757841772548,2022-02-10 19:41:10 India Standard Time,2022-02-10,19:41:10,+0530,322166348,menvcity,Middlesbrough Environment City,,You can find out more on their Facebook page at  https://t.co/Ob1Mt8du3C!,en,[],['https://www.facebook.com/teesvalleytogether'],[],0,0,0,[],[],https://twitter.com/Menvcity/status/1491776761738244101,False,,0,,,,,,,,[],,,,
1491776758407999494,1491770896884944900,2022-02-10 19:41:09 India Standard Time,2022-02-10,19:41:09,+0530,940665217457049602,fadokimi,Fã do Kimi Räikkönen,,"@allansimon91 Eles querem dinheiro e não audiência. Libertadores vai sofrer o mesmo mal da Champions com o Facebook. Tiro no pé. Além de idosos não acessaram muito streaming, não há internet boa disponibilizada em todo o país. Conmebol não para de errar como sempre.",pt,[],[],[],0,0,0,[],[],https://twitter.com/fadokimi/status/1491776758407999494,False,,0,,,,,,,,"[{'screen_name': 'allansimon91', 'name': 'Allan Simon', 'id': '33547878'}]",,,,
1491776753576067075,1491776753576067075,2022-02-10 19:41:08 India Standard Time,2022-02-10,19:41:08,+0530,3379137268,daonlyrichartes,ArtesG,,"“she not from here , she dont be on social media” found that facebook in 0.2 seconds lil baby",en,[],[],[],0,0,0,[],[],https://twitter.com/daonlyrichartes/status/1491776753576067075,False,,0,,,,,,,,[],,,,
1491776739286327299,1491766823825682432,2022-02-10 19:41:05 India Standard Time,2022-02-10,19:41:05,+0530,149107714,jerbooth,Jeremy Booth (Jer),,@mattgurney I hope you don't mind I shared on my facebook feed. It's very eye opening and makes me and hopefully many more of how invested we should be for this to end before it gets to a point of violence.,en,[],[],[],0,0,0,[],[],https://twitter.com/jerbooth/status/1491776739286327299,False,,0,,,,,,,,"[{'screen_name': 'mattgurney', 'name': 'Matt Gurney', 'id': '191324405'}]",,,,
1491776731904352256,1491776731904352256,2022-02-10 19:41:03 India Standard Time,2022-02-10,19:41:03,+0530,1428920949789790214,narenaja,Narendra Adhinata,,"Akibat keseringan main Twitter, di Facebook ae nyampek kek begini 😔. Dasar aku  🤓  https://t.co/bxFNQYnfSf",in,[],[],['https://pbs.twimg.com/media/FLPbBn6agAUHdjn.jpg'],0,0,0,[],[],https://twitter.com/narenaja/status/1491776731904352256,False,,1,https://pbs.twimg.com/media/FLPbBn6agAUHdjn.jpg,,,,,,,[],,,,
1491776724085977092,1491767973966721024,2022-02-10 19:41:01 India Standard Time,2022-02-10,19:41:01,+0530,941191974354333696,commandertorenn,ℂ𝕠𝕞𝕞𝕒𝕟𝕕𝕖𝕣𝕋𝕠𝕣𝕖𝕟𝕟 🚀🚀🚀,,"@woland_dr @PolincoBoss Leurs propos sont quand même très confus, ces histoires de puces etc. Ils mélangent quand même beaucoup d’infos, du coup ça rappelle les théories du complot complètement délirantes que l’on voit sur Facebook…",fr,[],[],[],0,0,0,[],[],https://twitter.com/CommanderTorenn/status/1491776724085977092,False,,0,,,,,,,,"[{'screen_name': 'woland_dr', 'name': 'Woland', 'id': '1001020634124693509'}, {'screen_name': 'PolincoBoss', 'name': 'Tom Big · Polinco Podcast', 'id': '2785864726'}]",,,,
1491776721326120967,1491776721326120967,2022-02-10 19:41:00 India Standard Time,2022-02-10,19:41:00,+0530,1123547572898025477,brinebaths,Save Our Brine Baths,,Follow us on Facebook for the latest news  https://t.co/3EXNyOzP6A #puttingthespaback,en,[],['https://buff.ly/2Zq56dl'],[],0,0,0,['puttingthespaback'],[],https://twitter.com/brinebaths/status/1491776721326120967,False,,0,,,,,,,,[],,,,
1491776709317648387,1491776709317648387,2022-02-10 19:40:58 India Standard Time,2022-02-10,19:40:58,+0530,1005078689447440389,shagung70693215,Ms Shagun Gupta,,"For last two days, Facebook is not letting me delete group suggestions on my Home Page. Now they are not letting me comment on Mark Zuckerberg posts. So according to Facebook, I am not a free, legal citizen user. I am a target of cyber bullying by Facebook. Damn!! @himmijha  https://t.co/BSVFWbVSEH",en,"[{'screen_name': 'himmijha', 'name': 'himanshu jha', 'id': '1192414069787156481'}]",[],['https://pbs.twimg.com/media/FLPa0E9VUAIAWff.png'],0,0,0,[],[],https://twitter.com/ShagunG70693215/status/1491776709317648387,False,,1,https://pbs.twimg.com/media/FLPa0E9VUAIAWff.png,,,,,,,[],,,,
1491776701222715393,1491706179701014531,2022-02-10 19:40:56 India Standard Time,2022-02-10,19:40:56,+0530,1471289423937478658,jose_steffany,Steffany🔩🥗=￣ω￣=,,@AinulMardiyya19 Sure I just stole it from Facebook 😆😆,en,[],[],[],0,0,0,[],[],https://twitter.com/jose_steffany/status/1491776701222715393,False,,0,,,,,,,,"[{'screen_name': 'AinulMardiyya19', 'name': 'Uzumaki 🔥🔥', 'id': '1393828421436809225'}]",,,,
1491776695669604359,1491776695669604359,2022-02-10 19:40:54 India Standard Time,2022-02-10,19:40:54,+0530,567582950,appletonpd_wi,Appleton Police,,The @AppletonPD_WI and Outagamie County Human Services Launch 2-year Pilot Embedding a Clinical Therapist at the Department. To learn more visit our Facebook page at  https://t.co/yL8epv0vtu  https://t.co/PjlLtYYDrJ,en,"[{'screen_name': 'appletonpd_wi', 'name': 'appleton police', 'id': '567582950'}]",['https://www.facebook.com/AppletonPD'],['https://pbs.twimg.com/media/FLPahJ9XEAMY6Mu.jpg'],0,0,0,[],[],https://twitter.com/AppletonPD_WI/status/1491776695669604359,False,,1,https://pbs.twimg.com/media/FLPahJ9XEAMY6Mu.jpg,,,,,,,[],,,,
